country_code,country,strategy,mode,period,status,statistically_insufficient,start,end,months,annualized_std,annualized_energy,annualized_delta,volatility_std,volatility_energy,volatility_delta,sharpe_std,sharpe_energy,sharpe_delta,calmar_std,calmar_energy,calmar_delta,maxDrawdown_std,maxDrawdown_energy,maxDrawdown_delta,currentDrawdown_std,currentDrawdown_energy,currentDrawdown_delta,maxUnderwaterMonths_std,maxUnderwaterMonths_energy,maxUnderwaterMonths_delta,bestYear_std,bestYear_energy,bestYear_delta,worstYear_std,worstYear_energy,worstYear_delta,delta_annualized_net_10bps,delta_annualized_net_25bps,delta_annualized_net_50bps
GB,Royaume-Uni,dynamic,real,5y,ok,false,2020-12,2025-12,61,5.878377,6.771151,0.892774,6.705659,6.239212,-0.466446,1.162782,1.392803,0.230021,0.483862,0.844307,0.360446,-12.148881,-8.01977,4.129111,0,0,0,42,23,-19,28.785549,23.902127,-4.883422,-6.423787,-1.164729,5.259057,0.870237,0.836432,0.780091
GB,Royaume-Uni,binary,nominal,common,ok,false,1997-10,2025-12,339,8.138506,9.153255,1.014749,7.515277,7.502616,-0.012661,0.6994,0.835833,0.136433,0.462774,0.516122,0.053348,-17.586354,-17.734664,-0.14831,0,0,0,65,65,0,36.839413,31.655243,-5.18417,-14.17057,-13.987964,0.182606,0.980439,0.928976,0.843202
GB,Royaume-Uni,binary,real,common,ok,false,1997-10,2025-12,339,5.536919,6.527255,0.990336,7.696938,7.644257,-0.052681,0.666464,0.80061,0.134146,0.24753,0.289992,0.042462,-22.368694,-22.508398,-0.139704,0,0,0,95,94,-1,32.373638,27.358654,-5.014984,-15.881315,-15.702349,0.178966,0.956027,0.904563,0.81879
GB,Royaume-Uni,binary,nominal,20y,ok,false,2005-12,2025-12,241,8.126403,8.551109,0.424706,8.24222,8.131211,-0.111009,0.754841,0.817378,0.062537,0.462086,0.482169,0.020084,-17.586354,-17.734664,-0.14831,0,0,0,65,65,0,36.839413,31.655243,-5.18417,-14.17057,-13.987964,0.182606,0.387994,0.332927,0.241147
GB,Royaume-Uni,binary,real,20y,ok,false,2005-12,2025-12,241,5.066624,5.479312,0.412688,8.450182,8.27935,-0.170832,0.715429,0.780036,0.064607,0.226505,0.243434,0.016929,-22.368694,-22.508398,-0.139704,0,0,0,95,94,-1,32.373638,27.358654,-5.014984,-15.881315,-15.702349,0.178966,0.375976,0.320908,0.229128
GB,Royaume-Uni,binary,nominal,10y,ok,false,2015-12,2025-12,121,9.448175,10.085855,0.637679,7.025266,6.80387,-0.221397,1.093021,1.222311,0.12929,1.032377,1.005677,-0.0267,-9.151864,-10.028923,-0.877059,0,0,0,13,10,-3,36.839413,31.655243,-5.18417,-2.205276,0.222824,2.4281,0.601256,0.546621,0.455564
GB,Royaume-Uni,binary,real,10y,ok,false,2015-12,2025-12,121,5.852871,6.469603,0.616732,7.237065,6.946358,-0.290707,1.026179,1.15791,0.131731,0.507357,0.631586,0.124229,-11.535997,-10.243428,1.292569,0,0,0,42,22,-20,32.373638,27.358654,-5.014984,-6.002685,-2.24159,3.761095,0.580309,0.525674,0.434616
GB,Royaume-Uni,binary,nominal,5y,ok,false,2020-12,2025-12,61,12.07657,13.091052,1.014482,6.880602,6.436152,-0.44445,1.304324,1.552017,0.247693,2.293615,4.321639,2.028024,-5.265299,-3.029187,2.236113,0,0,0,13,5,-8,36.839413,31.655243,-5.18417,-0.939946,3.023723,3.963669,0.978664,0.924937,0.835391
GB,Royaume-Uni,binary,real,5y,ok,false,2020-12,2025-12,61,6.618646,7.583725,0.965079,7.320629,6.810885,-0.509744,1.166224,1.395203,0.22898,0.573739,1.199311,0.625572,-11.535997,-6.323403,5.212594,0,0,0,42,22,-20,32.373638,27.358654,-5.014984,-6.002685,-2.24159,3.761095,0.92926,0.875533,0.785988
HK,Hong Kong,dynamic,nominal,common,ok,false,1995-01,2026-06,378,8.067541,9.247142,1.179601,10.320729,10.000304,-0.320424,0.524254,0.659009,0.134754,0.289046,0.347103,0.058057,-27.91089,-26.640914,1.269975,-14.821616,-10.826667,3.994949,70,71,1,36.124969,32.73261,-3.392359,-12.991214,-12.698919,0.292294,1.146697,1.097342,1.015084
HK,Hong Kong,dynamic,real,common,ok,false,1995-01,2026-06,378,6.033798,7.191199,1.157402,11.862527,11.550155,-0.312371,0.447532,0.559842,0.11231,0.16016,0.187406,0.027246,-37.67362,-38.37239,-0.69877,-14.519565,-10.51045,4.009115,161,156,-5,34.183793,30.83981,-3.343983,-16.578148,-16.297904,0.280245,1.124498,1.075143,0.992885
HK,Hong Kong,dynamic,nominal,20y,ok,false,2006-06,2026-06,241,6.988436,7.737193,0.748756,9.362834,9.148808,-0.214026,0.584918,0.680443,0.095525,0.368622,0.389452,0.02083,-18.958297,-19.866893,-0.908596,-14.821616,-10.826667,3.994949,70,71,1,36.124969,32.73261,-3.392359,-12.991214,-12.698919,0.292294,0.712328,0.657686,0.566616
HK,Hong Kong,dynamic,real,20y,ok,false,2006-06,2026-06,241,4.19874,4.927973,0.729233,11.535593,11.328127,-0.207466,0.462368,0.53521,0.072842,0.11145,0.128425,0.016975,-37.67362,-38.37239,-0.69877,-14.519565,-10.51045,4.009115,161,156,-5,34.183793,30.83981,-3.343983,-16.578148,-16.297904,0.280245,0.692805,0.638163,0.547093
HK,Hong Kong,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,7.995885,9.014184,1.018299,8.870114,8.314038,-0.556076,0.678853,0.846736,0.167884,0.539475,0.832591,0.293116,-14.821616,-10.826667,3.994949,-14.821616,-10.826667,3.994949,33,12,-21,36.124969,32.73261,-3.392359,-3.941602,-0.409042,3.53256,0.978415,0.918589,0.818879
HK,Hong Kong,dynamic,real,10y,ok,false,2016-06,2026-06,121,5.851367,6.849445,0.998078,10.350007,9.829568,-0.520439,0.570234,0.701964,0.13173,0.336493,0.637237,0.300744,-17.38926,-10.748655,6.640605,-14.519565,-10.51045,4.009115,49,30,-19,34.183793,30.83981,-3.343983,-5.790292,-3.344141,2.446151,0.958194,0.898368,0.798658
HK,Hong Kong,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,9.216805,10.231102,1.014298,9.832962,9.100267,-0.732695,0.639464,0.802408,0.162944,0.621849,0.944991,0.323142,-14.821616,-10.826667,3.994949,-14.821616,-10.826667,3.994949,20,9,-11,36.124969,32.73261,-3.392359,-3.941602,0.003463,3.945065,0.973032,0.911134,0.80797
HK,Hong Kong,dynamic,real,5y,ok,false,2021-06,2026-06,61,7.207772,8.203411,0.99564,10.077673,9.463227,-0.614446,0.612459,0.757437,0.144978,0.496418,0.763204,0.266786,-14.519565,-10.748655,3.77091,-14.519565,-10.51045,4.009115,31,30,-1,34.183793,30.83981,-3.343983,-4.45255,-0.52847,3.92408,0.954374,0.892476,0.789312
HK,Hong Kong,binary,nominal,common,ok,false,1995-01,2026-06,378,8.429532,9.727758,1.298226,11.507727,11.131106,-0.376621,0.501635,0.635238,0.133603,0.271852,0.341891,0.070039,-31.007814,-28.452817,2.554997,-15.779526,-11.573566,4.205961,105,90,-15,40.078282,34.495383,-5.582899,-17.087236,-16.489511,0.597725,1.268022,1.222717,1.147208
HK,Hong Kong,binary,real,common,ok,false,1995-01,2026-06,378,6.388975,7.66277,1.273795,12.989822,12.635392,-0.35443,0.436037,0.54908,0.113043,0.146385,0.176365,0.02998,-43.644917,-43.4483,0.196617,-15.480872,-11.259997,4.220876,162,155,-7,38.080731,37.091453,-0.989278,-20.505312,-19.932228,0.573084,1.243591,1.198286,1.122776
HK,Hong Kong,binary,nominal,20y,ok,false,2006-06,2026-06,241,7.2706,7.951127,0.680526,10.458027,10.295526,-0.1625,0.550644,0.625435,0.07479,0.282503,0.311379,0.028875,-25.736326,-25.535221,0.201105,-15.779526,-11.573566,4.205961,105,90,-15,40.078282,34.495383,-5.582899,-17.087236,-16.489511,0.597725,0.647894,0.598945,0.517363
HK,Hong Kong,binary,real,20y,ok,false,2006-06,2026-06,241,4.473547,5.136329,0.662782,12.564264,12.415023,-0.149241,0.446385,0.505136,0.058751,0.102499,0.118217,0.015718,-43.644917,-43.4483,0.196617,-15.480872,-11.259997,4.220876,162,155,-7,38.080731,32.577446,-5.503286,-20.505312,-19.932228,0.573084,0.630149,0.5812,0.499618
HK,Hong Kong,binary,nominal,10y,ok,false,2016-06,2026-06,121,9.357754,10.357255,0.999501,9.921202,9.342011,-0.579191,0.744201,0.89733,0.153129,0.593031,0.894906,0.301875,-15.779526,-11.573566,4.205961,-15.779526,-11.573566,4.205961,22,13,-9,40.078282,34.495383,-5.582899,-4.080554,-1.284731,2.795824,0.960121,0.90105,0.802598
HK,Hong Kong,binary,real,10y,ok,false,2016-06,2026-06,121,7.186192,8.165846,0.979654,11.164268,10.661361,-0.502906,0.648207,0.770672,0.122465,0.464198,0.725209,0.26101,-15.480872,-11.259997,4.220876,-15.480872,-11.259997,4.220876,29,23,-6,38.080731,32.577446,-5.503286,-6.907448,-4.194022,2.713426,0.940273,0.881202,0.782751
HK,Hong Kong,binary,nominal,5y,ok,false,2021-06,2026-06,61,11.330969,12.252801,0.921832,10.155846,9.246248,-0.909598,0.827306,1.00839,0.181084,0.71808,1.058689,0.340608,-15.779526,-11.573566,4.205961,-15.779526,-11.573566,4.205961,9,8,-1,40.078282,34.495383,-5.582899,-3.933093,0.763918,4.697011,0.878733,0.814083,0.706335
HK,Hong Kong,binary,real,5y,ok,false,2021-06,2026-06,61,9.283046,10.187922,0.904875,10.291911,9.529338,-0.762573,0.801351,0.960435,0.159084,0.599646,0.904789,0.305143,-15.480872,-11.259997,4.220876,-15.480872,-11.259997,4.220876,29,7,-22,38.080731,32.577446,-5.503286,-4.444087,0.227939,4.672027,0.861776,0.797126,0.689377
ID,Indonésie,dynamic,nominal,common,ok,false,2013-01,2026-06,162,6.795807,7.747496,0.951688,8.242113,7.627573,-0.614541,0.09169,0.223847,0.132157,0.490553,0.568594,0.078041,-13.853366,-13.625713,0.227653,-12.234468,-7.642734,4.591734,20,19,-1,32.595679,28.806786,-3.788893,-5.273844,-5.023518,0.250326,0.920578,0.873913,0.796138
ID,Indonésie,dynamic,real,common,ok,false,2013-01,2026-06,162,3.030862,3.949,0.918138,8.395479,7.821402,-0.574077,0.086842,0.210604,0.123762,0.137886,0.184679,0.046793,-21.98095,-21.383077,0.597873,-13.324772,-8.790081,4.534691,56,55,-1,28.832046,25.150698,-3.681348,-8.346916,-8.104712,0.242205,0.887028,0.840363,0.762588
ID,Indonésie,dynamic,nominal,20y,insufficient_history,true,2013-01,2026-06,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Indonésie,dynamic,real,20y,insufficient_history,true,2013-01,2026-06,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Indonésie,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,8.164989,9.414868,1.249879,8.27026,7.512538,-0.757722,0.300281,0.49694,0.196659,0.667376,1.12968,0.462304,-12.234468,-8.334102,3.900366,-12.234468,-7.642734,4.591734,16,11,-5,32.595679,28.806786,-3.788893,-3.918762,-0.490124,3.428638,1.224809,1.187204,1.124529
ID,Indonésie,dynamic,real,10y,ok,false,2016-06,2026-06,121,5.085024,6.299313,1.214289,8.270764,7.548356,-0.722408,0.291713,0.480499,0.188786,0.381622,0.697937,0.316315,-13.324772,-9.025622,4.299149,-13.324772,-8.790081,4.534691,30,18,-12,28.832046,25.150698,-3.681348,-6.776652,-3.449998,3.326655,1.189219,1.151614,1.088939
ID,Indonésie,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,10.981964,12.167058,1.185094,8.222423,7.180461,-1.041962,0.661883,0.922974,0.261091,0.897625,1.591977,0.694352,-12.234468,-7.642734,4.591734,-12.234468,-7.642734,4.591734,7,5,-2,32.595679,28.806786,-3.788893,-2.382333,2.1984,4.580732,1.158567,1.118777,1.052459
ID,Indonésie,dynamic,real,5y,ok,false,2021-06,2026-06,61,7.607545,8.756607,1.149061,8.348456,7.33113,-1.017326,0.63207,0.876518,0.244448,0.570932,0.996192,0.425259,-13.324772,-8.790081,4.534691,-13.324772,-8.790081,4.534691,13,7,-6,28.832046,25.150698,-3.681348,-4.101046,0.399035,4.500081,1.122534,1.082744,1.016426
ID,Indonésie,binary,nominal,common,ok,false,2013-01,2026-06,162,5.304735,6.325438,1.020703,9.262231,8.662742,-0.599489,-0.079392,0.03294,0.112333,0.212125,0.27993,0.067805,-25.007627,-22.596536,2.411091,-9.26916,-6.632151,2.637009,51,49,-2,35.396946,30.804041,-4.592905,-9.154535,-9.054504,0.100031,0.989907,0.943713,0.866723
ID,Indonésie,binary,real,common,ok,false,2013-01,2026-06,162,1.592356,2.577075,0.984719,9.480838,8.916517,-0.564321,-0.074827,0.030875,0.105702,0.04432,0.07609,0.03177,-35.928775,-33.868811,2.059963,-10.396302,-7.29972,3.096582,142,133,-9,31.553801,27.091263,-4.462539,-12.101712,-12.004926,0.096786,0.953923,0.907729,0.83074
ID,Indonésie,binary,nominal,20y,insufficient_history,true,2013-01,2026-06,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Indonésie,binary,real,20y,insufficient_history,true,2013-01,2026-06,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Indonésie,binary,nominal,10y,ok,false,2016-06,2026-06,121,8.43506,9.627768,1.192707,9.259163,8.667952,-0.591211,0.297379,0.455261,0.157883,0.647515,0.691451,0.043935,-13.02681,-13.92401,-0.8972,-9.26916,-6.632151,2.637009,34,16,-18,35.396946,30.804041,-4.592905,-7.584329,-3.47743,4.106899,1.158575,1.107376,1.022046
ID,Indonésie,binary,real,10y,ok,false,2016-06,2026-06,121,5.347405,6.50615,1.158745,9.279192,8.717121,-0.562071,0.288287,0.439803,0.151516,0.298289,0.407624,0.109335,-17.926942,-15.96117,1.965772,-10.396302,-7.29972,3.096582,74,49,-25,31.553801,27.091263,-4.462539,-10.33319,-6.348448,3.984742,1.124613,1.073414,0.988084
ID,Indonésie,binary,nominal,5y,ok,false,2021-06,2026-06,61,12.229893,13.286531,1.056638,8.010488,7.362788,-0.647701,0.835181,1.052162,0.216981,1.319418,2.003352,0.683934,-9.26916,-6.632151,2.637009,-9.26916,-6.632151,2.637009,7,4,-3,35.396946,30.804041,-4.592905,0.58877,5.592506,5.003736,1.021293,0.968275,0.879912
ID,Indonésie,binary,real,5y,ok,false,2021-06,2026-06,61,8.81753,9.842041,1.024511,8.195333,7.55984,-0.635493,0.791523,0.99358,0.202057,0.848141,1.348277,0.500135,-10.396302,-7.29972,3.096582,-10.396302,-7.29972,3.096582,25,9,-16,31.553801,27.091263,-4.462539,-1.182254,2.710428,3.892682,0.989166,0.936148,0.847785
IN,Inde,dynamic,nominal,common,ok,false,2005-05,2026-06,254,12.304195,13.119361,0.815166,8.671037,8.390739,-0.280298,0.656938,0.776034,0.119096,0.974729,1.406632,0.431903,-12.623198,-9.326788,3.296409,-12.623198,-8.162097,4.461101,18,18,0,36.550238,32.350714,-4.199524,-6.41786,-6.041976,0.375883,0.783962,0.737155,0.659145
IN,Inde,dynamic,real,common,ok,false,2005-05,2026-06,254,5.534481,6.300509,0.766028,8.917528,8.668338,-0.24919,0.600273,0.7059,0.105627,0.272936,0.383199,0.110263,-20.2776,-16.441871,3.835729,-13.728711,-9.264655,4.464056,84,80,-4,34.976172,30.825057,-4.151115,-14.487961,-14.144493,0.343469,0.734823,0.688017,0.610006
IN,Inde,dynamic,nominal,20y,ok,false,2006-06,2026-06,241,11.511408,12.252578,0.741171,8.580469,8.271134,-0.309335,0.566851,0.67766,0.110809,0.911925,1.313697,0.401773,-12.623198,-9.326788,3.296409,-12.623198,-8.162097,4.461101,18,18,0,36.550238,32.350714,-4.199524,-6.41786,-6.041976,0.375883,0.711051,0.665872,0.590573
IN,Inde,dynamic,real,20y,ok,false,2006-06,2026-06,241,4.841205,5.538042,0.696837,8.794389,8.522575,-0.271814,0.51998,0.618328,0.098348,0.238746,0.336826,0.098079,-20.2776,-16.441871,3.835729,-13.728711,-9.264655,4.464056,84,80,-4,34.976172,30.825057,-4.151115,-14.487961,-14.144493,0.343469,0.666717,0.621538,0.546239
IN,Inde,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,12.276613,13.249219,0.972605,7.737935,7.147384,-0.590551,0.836286,1.041462,0.205176,0.972544,1.546022,0.573478,-12.623198,-8.569878,4.05332,-12.623198,-8.162097,4.461101,7,5,-2,36.550238,32.350714,-4.199524,-3.953561,0.948889,4.902451,0.942025,0.896153,0.819701
IN,Inde,dynamic,real,10y,ok,false,2016-06,2026-06,121,7.489159,8.420293,0.931134,7.617733,7.047356,-0.570377,0.81326,1.011206,0.197946,0.545511,0.908862,0.363351,-13.728711,-9.264655,4.464056,-13.728711,-9.264655,4.464056,12,11,-1,34.976172,30.825057,-4.151115,-5.594993,-0.776325,4.818668,0.900553,0.854682,0.77823
IN,Inde,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,13.383306,14.461796,1.07849,7.837025,6.909788,-0.927237,0.956314,1.240726,0.284411,1.060215,1.771824,0.711608,-12.623198,-8.162097,4.461101,-12.623198,-8.162097,4.461101,7,4,-3,36.550238,32.350714,-4.199524,-3.953561,0.948889,4.902451,1.049487,1.005984,0.933478
IN,Inde,dynamic,real,5y,ok,false,2021-06,2026-06,61,8.50394,9.536017,1.032078,8.172863,7.291716,-0.881147,0.877555,1.125141,0.247587,0.619427,1.02929,0.409863,-13.728711,-9.264655,4.464056,-13.728711,-9.264655,4.464056,12,11,-1,34.976172,30.825057,-4.151115,-5.594993,-0.776325,4.818668,1.003075,0.959572,0.887066
IN,Inde,binary,nominal,common,ok,false,2005-05,2026-06,254,14.435043,15.147647,0.712604,11.213381,10.771944,-0.441438,0.698021,0.79278,0.094759,0.936146,1.169816,0.233671,-15.419653,-12.94874,2.470914,-15.419653,-10.615726,4.803927,13,13,0,49.804668,49.173237,-0.631431,-7.371924,-6.545838,0.826086,0.680964,0.633504,0.554404
IN,Inde,binary,real,common,ok,false,2005-05,2026-06,254,7.536881,8.20653,0.669648,11.325726,10.907852,-0.417874,0.649438,0.735709,0.086271,0.371315,0.42313,0.051815,-20.297816,-19.39482,0.902997,-16.489785,-11.746638,4.743147,67,73,6,38.350734,33.173445,-5.177289,-14.284606,-14.604903,-0.320297,0.638008,0.590548,0.511448
IN,Inde,binary,nominal,20y,ok,false,2006-06,2026-06,241,13.768744,14.369291,0.600546,11.052438,10.605004,-0.447434,0.644309,0.728121,0.083813,0.892935,1.109706,0.216771,-15.419653,-12.94874,2.470914,-15.419653,-10.615726,4.803927,13,13,0,49.804668,49.173237,-0.631431,-7.371924,-6.545838,0.826086,0.569823,0.523737,0.446928
IN,Inde,binary,real,20y,ok,false,2006-06,2026-06,241,6.963516,7.52814,0.564624,11.127772,10.707106,-0.420666,0.601668,0.67804,0.076372,0.343067,0.388152,0.045085,-20.297816,-19.39482,0.902997,-16.489785,-11.746638,4.743147,67,73,6,38.350734,33.173445,-5.177289,-14.284606,-14.604903,-0.320297,0.5339,0.487815,0.411006
IN,Inde,binary,nominal,10y,ok,false,2016-06,2026-06,121,13.882817,14.810616,0.927799,9.69058,8.903369,-0.787211,0.833524,1.011429,0.177905,0.900333,1.143788,0.243456,-15.419653,-12.94874,2.470914,-15.419653,-10.615726,4.803927,7,6,-1,39.964154,34.726488,-5.237666,-7.371924,-2.423631,4.948293,0.895265,0.846465,0.765131
IN,Inde,binary,real,10y,ok,false,2016-06,2026-06,121,9.026875,9.915113,0.888238,9.418657,8.632113,-0.786544,0.821021,0.99873,0.177709,0.547422,0.829845,0.282423,-16.489785,-11.948151,4.541635,-16.489785,-11.746638,4.743147,11,9,-2,38.350734,33.173445,-5.177289,-8.954936,-4.091209,4.863727,0.855704,0.806904,0.72557
IN,Inde,binary,nominal,5y,ok,false,2021-06,2026-06,61,15.021645,16.004564,0.982919,9.509479,8.215594,-1.293885,0.96041,1.231307,0.270897,0.974188,1.507628,0.53344,-15.419653,-10.615726,4.803927,-15.419653,-10.615726,4.803927,7,5,-2,39.964154,34.726488,-5.237666,-7.371924,-2.423631,4.948293,0.953525,0.909433,0.835947
IN,Inde,binary,real,5y,ok,false,2021-06,2026-06,61,10.071774,11.012394,0.94062,9.637458,8.365797,-1.271661,0.906875,1.157163,0.250288,0.610789,0.937493,0.326705,-16.489785,-11.746638,4.743147,-16.489785,-11.746638,4.743147,11,9,-2,38.350734,33.173445,-5.177289,-8.954936,-4.091209,4.863727,0.911225,0.867134,0.793648
IT,Italie,dynamic,nominal,common,ok,false,2013-09,2026-06,154,7.749609,8.822847,1.073238,8.085496,7.599694,-0.485802,0.884876,1.082662,0.197786,0.6909,0.834862,0.143962,-11.21668,-10.568026,0.648654,-8.784388,-4.552858,4.23153,51,33,-18,34.035686,28.169283,-5.866403,-5.325262,-2.293881,3.031381,1.034491,0.976371,0.879503
IT,Italie,dynamic,real,common,ok,false,2013-09,2026-06,154,5.7912,6.844932,1.053731,8.309299,7.776175,-0.533125,0.845393,1.03886,0.193467,0.446425,0.644888,0.198463,-12.972393,-10.614143,2.35825,-10.553847,-6.352778,4.20107,52,36,-16,32.561294,26.759421,-5.801873,-12.89129,-7.706893,5.184397,1.014984,0.956864,0.859997
IT,Italie,dynamic,nominal,20y,insufficient_history,true,2013-09,2026-06,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Italie,dynamic,real,20y,insufficient_history,true,2013-09,2026-06,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Italie,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,9.00034,10.245469,1.245129,8.153499,7.549888,-0.603611,1.010415,1.256117,0.245702,0.851658,0.969478,0.11782,-10.568026,-10.568026,0,-8.784388,-4.552858,4.23153,14,13,-1,34.035686,28.169283,-5.866403,-5.325262,-2.293881,3.031381,1.204639,1.143905,1.042682
IT,Italie,dynamic,real,10y,ok,false,2016-06,2026-06,121,6.46767,7.683867,1.216198,8.426595,7.77119,-0.655405,0.954952,1.191991,0.237039,0.49891,0.727086,0.228176,-12.963596,-10.568026,2.395569,-10.553847,-6.352778,4.20107,26,21,-5,32.561294,26.759421,-5.801873,-12.89129,-7.706893,5.184397,1.175708,1.114974,1.013751
IT,Italie,dynamic,nominal,5y,ok,false,2021-06,2026-06,61,13.289875,14.239955,0.95008,7.99422,6.868481,-1.125739,1.417011,1.787583,0.370572,1.512897,3.127696,1.614799,-8.784388,-4.552858,4.23153,-8.784388,-4.552858,4.23153,10,8,-2,34.035686,28.169283,-5.866403,-2.666793,3.12613,5.792923,0.906289,0.840603,0.731125
IT,Italie,dynamic,real,5y,ok,false,2021-06,2026-06,61,8.99916,9.913256,0.914097,8.59004,7.398264,-1.191776,1.26878,1.596721,0.327942,0.694187,0.960639,0.266452,-12.963596,-10.319444,2.644151,-10.553847,-6.352778,4.20107,26,21,-5,32.561294,26.759421,-5.801873,-12.89129,-7.706893,5.184397,0.870306,0.804619,0.695142
IT,Italie,binary,nominal,common,ok,false,2013-09,2026-06,154,9.221586,10.306022,1.084436,9.535801,9.017353,-0.518449,0.904658,1.076932,0.172274,0.669266,0.768788,0.099522,-13.778661,-13.405548,0.373113,-7.95655,-3.824374,4.132177,51,28,-23,40.950523,35.2087,-5.741823,-7.696054,-5.932549,1.763505,1.048442,0.99445,0.904464
IT,Italie,binary,real,common,ok,false,2013-09,2026-06,154,7.236424,8.30115,1.064726,9.709034,9.147151,-0.561884,0.872368,1.042355,0.169987,0.452997,0.619232,0.166235,-15.974539,-13.405548,2.568992,-9.742068,-5.549987,4.192081,53,42,-11,39.400067,33.721404,-5.678663,-8.69214,-6.392537,2.299603,1.028731,0.97474,0.884753
IT,Italie,binary,nominal,20y,insufficient_history,true,2013-09,2026-06,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Italie,binary,real,20y,insufficient_history,true,2013-09,2026-06,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,Italie,binary,nominal,10y,ok,false,2016-06,2026-06,121,11.041058,12.290861,1.249804,9.558643,8.959661,-0.598982,1.075376,1.286761,0.211385,0.85116,0.916849,0.065689,-12.97178,-13.405548,-0.433768,-7.95655,-3.824374,4.132177,19,11,-8,40.950523,35.2087,-5.741823,-7.696054,-4.375489,3.320565,1.215697,1.164537,1.079271
IT,Italie,binary,real,10y,ok,false,2016-06,2026-06,121,8.46097,9.681734,1.220764,9.79387,9.144888,-0.648982,1.025161,1.231405,0.206244,0.65226,0.722218,0.069959,-12.97178,-13.405548,-0.433768,-9.742068,-5.549987,4.192081,21,21,0,39.400067,33.721404,-5.678663,-8.69214,-5.407408,3.284731,1.186657,1.135498,1.050231
IT,Italie,binary,nominal,5y,ok,false,2021-06,2026-06,61,16.259136,17.349588,1.090452,8.88408,7.774014,-1.110065,1.609301,1.979365,0.370064,2.043491,4.536583,2.493092,-7.95655,-3.824374,4.132177,-7.95655,-3.824374,4.132177,10,8,-2,40.950523,35.2087,-5.741823,2.947764,8.514428,5.566665,1.055214,1.002358,0.914263
IT,Italie,binary,real,5y,ok,false,2021-06,2026-06,61,11.855964,12.905116,1.049153,9.399167,8.217147,-1.18202,1.463499,1.801699,0.3382,1.121329,1.324727,0.203398,-10.573139,-9.741719,0.83142,-9.742068,-5.549987,4.192081,21,21,0,39.400067,33.721404,-5.678663,-7.866523,-1.994617,5.871905,1.013915,0.961058,0.872964
JP,Japon,dynamic,nominal,common,ok,false,1995-01,2026-06,378,6.440349,7.862537,1.422189,7.064438,7.283248,0.21881,0.871862,1.040937,0.169075,0.536899,0.651409,0.114511,-11.995465,-12.07004,-0.074575,-10.597223,-6.288225,4.308998,26,27,1,36.592686,31.617719,-4.974967,-5.790231,-5.066554,0.723677,1.390591,1.343195,1.264202
JP,Japon,dynamic,real,common,ok,false,1995-01,2026-06,378,5.878027,7.292702,1.414675,7.086727,7.300098,0.213371,0.864528,1.033048,0.16852,0.426037,0.5867,0.160663,-13.796991,-12.43004,1.366951,-11.621219,-7.361576,4.259643,26,27,1,33.812481,28.938774,-4.873707,-6.073711,-5.644243,0.429468,1.383078,1.335682,1.256689
JP,Japon,dynamic,nominal,20y,ok,false,2006-06,2026-06,241,7.84196,8.599006,0.757046,8.105193,8.181347,0.076155,0.938368,1.022167,0.083798,0.653744,0.712426,0.058682,-11.995465,-12.07004,-0.074575,-10.597223,-6.288225,4.308998,26,27,1,36.592686,31.617719,-4.974967,-5.790231,-3.767019,2.023212,0.722135,0.669769,0.582493
JP,Japon,dynamic,real,20y,ok,false,2006-06,2026-06,241,6.920474,7.671051,0.750577,8.148037,8.198529,0.050491,0.925458,1.011309,0.085851,0.501593,0.617138,0.115545,-13.796991,-12.43004,1.366951,-11.621219,-7.361576,4.259643,26,27,1,33.812481,28.938774,-4.873707,-6.073711,-4.056587,2.017124,0.715666,0.6633,0.576024
JP,Japon,dynamic,nominal,10y,ok,false,2016-06,2026-06,121,12.226014,13.352525,1.126512,8.167245,7.880407,-0.286838,1.47589,1.672561,0.196672,1.1537,2.123417,0.969717,-10.597223,-6.288225,4.308998,-10.597223,-6.288225,4.308998,19,11,-8,36.592686,31.617719,-4.974967,-5.790231,-3.767019,2.023212,1.086264,1.025893,0.925274
JP,Japon,dynamic,real,10y,ok,false,2016-06,2026-06,121,10.601458,11.711662,1.110205,8.192425,7.873727,-0.318698,1.450054,1.649748,0.199694,0.91225,1.590918,0.678668,-11.621219,-7.361576,4.259643,-11.621219,-7.361576,4.259643,20,16,-4,33.812481,28.938774,-4.873707,-6.073711,-4.056587,2.017124,1.069957,1.009586,0.908967
